Date,ZAR,EUR,USD
30-01-2023,18.871001,1,1.084945
31-01-2023,18.916444,1,1.086106
01-02-2023,18.757017,1,1.101248
02-02-2023,18.629731,1,1.090477
03-02-2023,18.913413,1,1.082778
04-02-2023,18.913716,1,1.082778
05-02-2023,18.847897,1,1.079051
06-02-2023,18.95823,1,1.072935
07-02-2023,18.80721,1,1.072938
08-02-2023,19.022591,1,1.071639
09-02-2023,19.070515,1,1.074056
10-02-2023,19.021256,1,1.069919
11-02-2023,19.155457,1,1.070148
12-02-2023,19.140922,1,1.067834
13-02-2023,19.159303,1,1.073008
14-02-2023,19.202609,1,1.073503
15-02-2023,19.28396,1,1.069198
16-02-2023,19.367958,1,1.066555
17-02-2023,19.351286,1,1.071983
18-02-2023,19.352338,1,1.072036
19-02-2023,19.312998,1,1.068492
20-02-2023,19.328772,1,1.068319
21-02-2023,19.444942,1,1.065167
22-02-2023,19.321428,1,1.060556
23-02-2023,19.310539,1,1.059828
24-02-2023,19.50071,1,1.058481
25-02-2023,19.499602,1,1.05842
26-02-2023,19.443674,1,1.055431
27-02-2023,19.537664,1,1.060951
28-02-2023,19.401352,1,1.057686
01-03-2023,19.338194,1,1.066906
02-03-2023,19.284492,1,1.05994
03-03-2023,19.320369,1,1.064917
04-03-2023,19.322217,1,1.065019
05-03-2023,19.289415,1,1.062631
06-03-2023,19.478673,1,1.068661
07-03-2023,19.65656,1,1.05493
08-03-2023,19.596667,1,1.054952
09-03-2023,19.661299,1,1.058436
10-03-2023,19.526511,1,1.065753
11-03-2023,19.526296,1,1.065753
12-03-2023,19.47802,1,1.068331
13-03-2023,19.536655,1,1.072329
14-03-2023,19.460057,1,1.072729
15-03-2023,19.500798,1,1.058301
16-03-2023,19.500246,1,1.061379
17-03-2023,19.818023,1,1.075211
18-03-2023,20.196244,1,1.075211
19-03-2023,19.583426,1,1.067839
20-03-2023,19.848508,1,1.07188
21-03-2023,19.982949,1,1.077389
22-03-2023,19.811958,1,1.087004
23-03-2023,19.631618,1,1.083517
24-03-2023,19.588416,1,1.078046
25-03-2023,19.590537,1,1.078162
26-03-2023,19.573089,1,1.07765
27-03-2023,19.777591,1,1.080672
28-03-2023,19.676313,1,1.083823
29-03-2023,19.625825,1,1.084328
30-03-2023,19.436733,1,1.090441
31-03-2023,19.343163,1,1.08707
01-04-2023,19.343163,1,1.08707
02-04-2023,19.259165,1,1.080567
03-04-2023,19.432445,1,1.091048
04-04-2023,19.636013,1,1.09583
05-04-2023,19.738637,1,1.090406
06-04-2023,19.916351,1,1.091977
07-04-2023,19.92038,1,1.099621
08-04-2023,19.875334,1,1.099621
09-04-2023,19.877456,1,1.091239
10-04-2023,20.091511,1,1.086897
11-04-2023,20.05618,1,1.091716
12-04-2023,20.26717,1,1.099699
13-04-2023,19.931064,1,1.105131
14-04-2023,21.098399,1,1.110366
15-04-2023,20.006865,1,1.110366
16-04-2023,19.893994,1,1.098478
17-04-2023,19.999775,1,1.092502
18-04-2023,19.938356,1,1.097563
19-04-2023,19.911729,1,1.095182
20-04-2023,19.775542,1,1.096828
21-04-2023,20.07065,1,1.10975
22-04-2023,20.07065,1,1.10975
23-04-2023,19.878842,1,1.099191
24-04-2023,20.074756,1,1.105767
25-04-2023,20.117657,1,1.097936
26-04-2023,20.289044,1,1.104496
27-04-2023,20.191336,1,1.103141
28-04-2023,20.424003,1,1.112713
29-04-2023,20.417849,1,1.112713
30-04-2023,20.145336,1,1.101055
01-05-2023,20.183806,1,1.096851
02-05-2023,20.339858,1,1.101055
03-05-2023,20.263526,1,1.106856
04-05-2023,20.16665,1,1.102256
05-05-2023,20.426718,1,1.121026
06-05-2023,20.426718,1,1.121026
07-05-2023,20.296773,1,1.101831
08-05-2023,20.141909,1,1.099578
09-05-2023,20.427775,1,1.096431
10-05-2023,20.718996,1,1.09837
11-05-2023,20.934826,1,1.091179
12-05-2023,21.266795,1,1.093967
13-05-2023,21.272736,1,1.093967
14-05-2023,20.826512,1,1.085234
15-05-2023,20.672296,1,1.087335
16-05-2023,20.736022,1,1.086532
17-05-2023,20.882965,1,1.083799
18-05-2023,20.83771,1,1.077505
19-05-2023,21.052921,1,1.082363
20-05-2023,21.053704,1,1.082363
21-05-2023,21.023849,1,1.082239
22-05-2023,20.825188,1,1.08107
23-05-2023,20.679108,1,1.076936
24-05-2023,20.696,1,1.075558
25-05-2023,21.222562,1,1.07241
26-05-2023,21.097689,1,1.073134
27-05-2023,21.097689,1,1.073134
28-05-2023,21.077394,1,1.072268
29-05-2023,21.055811,1,1.070733
30-05-2023,21.127612,1,1.073134
31-05-2023,21.098169,1,1.069347
01-06-2023,21.118328,1,1.076044
02-06-2023,20.925684,1,1.072558
03-06-2023,20.926017,1,1.072558
04-06-2023,20.91457,1,1.069745
05-06-2023,20.647611,1,1.071145
06-06-2023,20.54366,1,1.06977
07-06-2023,20.425517,1,1.070709
08-06-2023,20.332468,1,1.078237
09-06-2023,20.12544,1,1.076537
10-06-2023,20.145982,1,1.076537
11-06-2023,20.121754,1,1.075061
12-06-2023,19.973778,1,1.076264
13-06-2023,20.083935,1,1.0789
14-06-2023,19.859045,1,1.08427
15-06-2023,19.952769,1,1.094559
16-06-2023,19.936025,1,1.09607
17-06-2023,19.936025,1,1.09607
18-06-2023,19.927352,1,1.094032
19-06-2023,19.862833,1,1.092395
20-06-2023,20.07525,1,1.092002
21-06-2023,20.139372,1,1.099139
22-06-2023,20.282842,1,1.095768
23-06-2023,20.488409,1,1.09313
24-06-2023,20.491032,1,1.09313
25-06-2023,20.446093,1,1.090631
26-06-2023,20.35905,1,1.091012
27-06-2023,20.295728,1,1.095686
28-06-2023,20.366975,1,1.091548
29-06-2023,20.392639,1,1.086767
30-06-2023,20.56192,1,1.091643
01-07-2023,20.56192,1,1.091643
02-07-2023,20.542126,1,1.090633
03-07-2023,20.462808,1,1.091274
04-07-2023,20.294268,1,1.088381
05-07-2023,20.401082,1,1.08554
06-07-2023,20.800324,1,1.089028
07-07-2023,20.980909,1,1.097449
08-07-2023,20.930075,1,1.097449
09-07-2023,20.68308,1,1.096853
10-07-2023,20.695887,1,1.100558
11-07-2023,20.356838,1,1.10137
12-07-2023,20.210263,1,1.114268
13-07-2023,20.142432,1,1.12231
14-07-2023,20.286984,1,1.124669
15-07-2023,20.362252,1,1.124669
16-07-2023,20.338286,1,1.122719
17-07-2023,20.266577,1,1.123724
18-07-2023,20.07625,1,1.122864
19-07-2023,20.021928,1,1.120505
20-07-2023,19.957312,1,1.113597
21-07-2023,19.823524,1,1.113333
22-07-2023,19.89186,1,1.113333
23-07-2023,19.997222,1,1.112495
24-07-2023,19.625324,1,1.10628
25-07-2023,19.399201,1,1.105021
26-07-2023,19.525304,1,1.107812
27-07-2023,19.568053,1,1.097845
28-07-2023,19.05281,1,1.103139
29-07-2023,19.05281,1,1.103139
30-07-2023,19.43854,1,1.102396
31-07-2023,19.652379,1,1.099729
01-08-2023,20.116669,1,1.100764
02-08-2023,20.199719,1,1.094379
03-08-2023,20.428761,1,1.09514
04-08-2023,20.361787,1,1.102487
05-08-2023,20.361787,1,1.102487
06-08-2023,20.303664,1,1.100243
07-08-2023,20.588219,1,1.10028
08-08-2023,20.736414,1,1.09586
09-08-2023,20.842096,1,1.097737
10-08-2023,20.683357,1,1.09814
11-08-2023,20.7789,1,1.096366
12-08-2023,20.7789,1,1.096366
13-08-2023,20.726252,1,1.094415
14-08-2023,20.813699,1,1.09087
15-08-2023,20.884098,1,1.0904
16-08-2023,20.86406,1,1.087465
17-08-2023,20.733695,1,1.087447
18-08-2023,20.755591,1,1.088845
19-08-2023,20.755591,1,1.088845
20-08-2023,20.643714,1,1.08753
21-08-2023,20.678872,1,1.089795
22-08-2023,20.39682,1,1.084652
23-08-2023,20.089098,1,1.086537
24-08-2023,20.329176,1,1.079867
25-08-2023,20.102842,1,1.079443
26-08-2023,20.102842,1,1.079443
27-08-2023,20.095238,1,1.079716
28-08-2023,20.123508,1,1.082532
29-08-2023,20.089346,1,1.086892
30-08-2023,20.44302,1,1.093075
31-08-2023,20.45788,1,1.084375
01-09-2023,20.344079,1,1.079559
02-09-2023,20.344079,1,1.079559
03-09-2023,20.292503,1,1.077557
04-09-2023,20.649841,1,1.079273
05-09-2023,20.531408,1,1.072444
06-09-2023,20.608149,1,1.07238
07-09-2023,20.505662,1,1.069742
08-09-2023,20.485675,1,1.071179
09-09-2023,20.485675,1,1.071179
10-09-2023,20.446016,1,1.071639
11-09-2023,20.326068,1,1.074865
12-09-2023,20.357771,1,1.075275
13-09-2023,20.20009,1,1.073249
14-09-2023,20.246524,1,1.063547
15-09-2023,20.246416,1,1.067345
16-09-2023,20.246416,1,1.067345
17-09-2023,20.248596,1,1.066798
18-09-2023,20.337446,1,1.069227
19-09-2023,20.20909,1,1.068159
20-09-2023,20.094157,1,1.065133
21-09-2023,20.219192,1,1.06611
22-09-2023,20.013907,1,1.067178
23-09-2023,20.013907,1,1.067178
24-09-2023,19.959266,1,1.064792
25-09-2023,19.891966,1,1.059137
26-09-2023,20.155577,1,1.05692
27-09-2023,20.177107,1,1.050486
28-09-2023,20.054538,1,1.056223
29-09-2023,20.032827,1,1.058645
30-09-2023,20.032827,1,1.058645
01-10-2023,19.959011,1,1.056357
02-10-2023,20.144181,1,1.048031
03-10-2023,20.222087,1,1.047066
04-10-2023,20.314151,1,1.050663
04-10-2023,20.314151,1,1.050663
05-10-2023,20.595688,1,1.054618
06-10-2023,20.481711,1,1.060051
07-10-2023,20.481711,1,1.060051
08-10-2023,20.456818,1,1.056631
09-10-2023,20.354065,1,1.05786
10-10-2023,20.162034,1,1.06044
11-10-2023,19.998125,1,1.0624
12-10-2023,20.04709,1,1.053635
13-10-2023,19.98559,1,1.051469
14-10-2023,19.98559,1,1.051469
15-10-2023,19.964343,1,1.052111
16-10-2023,19.823463,1,1.055403
17-10-2023,19.883617,1,1.057139
18-10-2023,20.000722,1,1.053824
19-10-2023,20.120002,1,1.058257
